Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae,1162,649,1805,357,301,415,913,461,446,501,893,491,315,488,340,579,812
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae,117,63,129,42,40,50,70,44,49,69,68,59,59,95,57,84,89
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae,94,68,104,56,70,49,69,81,132,99,101,79,70,105,63,110,149
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus,317,190,524,92,109,158,253,131,115,151,244,142,115,108,86,150,254
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosarchaeum,76,63,159,53,64,47,101,41,31,64,62,42,18,90,46,96,57
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae,269,134,416,101,73,102,225,138,128,163,208,142,90,172,130,138,241
d__Archaea|p__Candidatus Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus Methanomethylophilaceae,104,194,135,152,212,144,127,131,94,228,69,84,86,194,46,182,118
d__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae,947,283,493,130,175,157,307,221,244,344,268,276,208,286,293,260,377
d__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae,620,389,826,282,194,308,426,413,280,378,322,359,206,337,329,320,380
d__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Herelleviridae,293,116,187,137,130,136,129,349,179,183,120,127,63,166,102,145,185
d__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae,165,129,184,68,62,66,131,81,111,91,121,47,53,58,49,71,142
d__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae,119,81,228,14,13,24,142,21,55,56,93,80,55,47,34,56,90
d__Viruses|k__Pararnavirae|p__Artverviricota|c__Revtraviricetes|o__Ortervirales,1291,3329,2437,6,2644,3584,340,925,184,2212,209,767,227,542,136,42,415
d__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales,348,217,796,26,32,63,507,53,185,108,363,192,145,57,52,152,314
d__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales,300,208,637,28,24,41,456,47,163,114,359,222,154,88,81,141,271
d__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales,260,198,346,77,45,83,217,54,129,101,169,110,62,64,61,92,174
