Taxonomy,Control_327,Control_328,Control_330,DSS_334,DSS_339,DSS_treatedp,D_Control,D_DSS,D_RCE,D_RCE_plus_DSS,RCE_318,RCE_319,RCE_322,RCE_plus_DSS_301,RCE_plus_DSS_305,RCE_plus_DSS_313,Start
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Sinorhizobium,965,791,592,554,584,342,707,830,1011,873,948,1034,1087,999,751,790,1010
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium,3729,2657,2021,2353,2269,1553,2187,3497,3501,3484,2855,3285,3236,3524,2890,3077,3980
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium,2803,1682,1741,1607,1619,1299,1626,2221,2677,2721,2195,2749,2253,2903,2259,2442,2574
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium,1771,1367,1357,1128,1163,831,1129,1335,1457,1799,1186,1528,1111,1742,1185,1584,1851
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Devosia,715,514,406,480,326,271,437,491,783,792,747,848,817,846,675,727,856
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella,1470,1071,1661,1016,1072,862,1155,1143,836,1539,1065,1075,655,1736,1080,1355,1103
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,3150,2492,2025,2399,2545,1616,2065,3227,3572,3476,2837,3522,3058,3383,2363,2991,3398
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,1661,1096,921,809,810,593,901,1216,1394,1410,1165,1464,1248,1312,1036,1195,1500
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis,925,658,526,522,535,469,471,939,1041,945,1102,977,1370,998,791,784,990
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium,867,755,624,544,612,378,567,774,1249,860,872,771,967,769,537,748,1145
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus,1301,871,824,935,834,556,730,1053,1037,1509,879,1142,884,1530,1256,1141,1161
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter,1077,525,502,574,543,281,453,687,716,923,662,788,645,979,711,684,827
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter,1140,790,763,640,617,482,628,979,1217,1049,1033,913,1063,1208,772,813,1159
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum,1484,805,874,776,794,626,764,1152,1106,1436,1110,1344,1206,1642,1331,1201,1284
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia,912,441,877,421,448,457,716,573,454,792,691,792,315,755,770,728,634
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas,1068,671,524,638,671,463,596,1061,1165,1245,888,927,819,1215,1002,937,1289
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter,807,612,403,563,416,370,504,717,883,904,822,913,780,917,649,891,968
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira,61019,34384,38302,42062,11803,10863,16017,7768,6986,52635,21827,15611,4585,34368,30941,37574,19570
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema,6001,2913,4017,3332,2925,2698,2760,4171,3734,4888,3321,4564,2941,5957,6085,4948,3681
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta,851,625,547,562,551,518,536,866,775,934,611,590,540,1015,882,865,753
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira,1146,891,1386,533,628,463,960,583,660,819,761,726,528,889,725,735,934
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Gimesia,1087,677,764,754,748,491,604,793,609,875,572,663,664,955,836,903,850
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,2304,2661,1760,3713,3386,1648,2044,4613,4220,2898,3172,3197,3582,3882,2281,3926,3679
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,4770,3347,6644,4399,1967,3975,3484,4983,2166,3928,3356,3417,1464,3651,3540,3192,3552
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,2266,1198,2323,1190,712,1145,1317,1502,1016,1373,1201,1217,672,1599,1591,1363,1307
d__Eukaryota|k__Metazoa|p__Chordata|c__Dipnotetrapodomorpha|c__Mammalia|o__Primates,776656,1454624,1532525,46187,1192949,1567207,525243,453488,250052,1043675,441089,485311,230554,361101,131356,181101,481277
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina,1177,780,1425,556,553,562,725,622,660,911,698,656,363,1021,863,805,824
d__Viruses|k__Pararnavirae|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Retroviridae,1287,3328,2434,6,2643,3582,336,925,182,2209,207,765,227,538,135,41,412
