feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
RXN-10760,DSS_only,TRUE,1.1186848686389599,0.197458809378674,12,12,0.000762179229788831,0.0271264761742878
RXN-14173,DSS_only,TRUE,1.1186848686389599,0.197458809378674,12,12,0.000762179229788831,0.0271264761742878
RXN-14174,DSS_only,TRUE,1.1186848686389599,0.197458809378674,12,12,0.000762179229788831,0.0271264761742878
2.3.1.41-RXN,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
3-OXOACYL-ACP-SYNTH-RXN,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-10654,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-10658,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-11474,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-11479,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-16615,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-16621,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-16625,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-16629,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-20947,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9516,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9523,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9527,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9531,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9539,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9632,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9648,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9650,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9651,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9652,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9653,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN-9654,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN0-2141,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN1G-368,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
RXN1G-445,DSS_only,TRUE,1.61233034095347,0.285270955903022,12,11,0.000772931098475063,0.027224594169478998
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN,DSS_only,TRUE,-1.03190214263766,0.18373177975607,12,8,0.000802122696765729,0.0276773941600485
RXN-12124,DSS_only,TRUE,1.2022738317221497,0.215358171817929,12,12,0.000830897174700466,0.0283376271387165
RXN-13682,DSS_only,TRUE,1.2022738317221497,0.215358171817929,12,12,0.000830897174700466,0.0283376271387165
RXN-21463,DSS_only,TRUE,1.2022738317221497,0.215358171817929,12,12,0.000830897174700466,0.0283376271387165
2.4.1.57-RXN,DSS_only,TRUE,-0.544682461636481,0.0978612005833701,12,7,0.0008456828528495049,0.0287118046922333
2.4.1.212-RXN,RCEwDSS_only,TRUE,0.6933070001068621,0.124859570215661,12,12,0.000857479460734018,0.0290188232145131
RXN-11627,RCEwDSS_only,TRUE,0.6933070001068621,0.124859570215661,12,12,0.000857479460734018,0.0290188232145131
3.4.11.5-RXN,RCEwDSS_only,TRUE,-0.8852859915739291,0.16047862048692998,12,12,0.000890814014698967,0.0297929368851272
1.8.98.1-RXN,RCEwDSS_only,TRUE,1.80160800760045,0.328704835542917,12,10,0.0009250573756096651,0.0302586257485089
DGTPTRIPHYDRO-RXN,DSS_only,TRUE,0.55918252629571,0.10203545128777901,12,12,0.00092569848756161,0.0302586257485089
2.1.3.9-RXN,DSS_only,TRUE,0.614389885401961,0.112866618757369,12,12,0.000962641006464819,0.0311091566468226
GLYCERATE-DEHYDROGENASE-RXN,RCEwDSS_only,TRUE,0.931678967731417,0.172105892279041,12,12,0.000994103324939164,0.0319788109876034
3.4.24.71-RXN,DSS_only,TRUE,0.61306333511463,0.11399006075843598,12,12,0.00103234723246705,0.032660726732605
MEVALONATE-KINASE-RXN,RCEwDSS_only,TRUE,-1.26502838078427,0.23598520156736802,12,9,0.0010520790034759802,0.0327997496805158
RXN-12227,DSS_only,TRUE,0.916819386197274,0.172086956863118,12,9,0.0010902065528095302,0.0333886449756698
