Taxon	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales Family XIII. Incertae Sedis|g__Aminipila|s__Aminipila sp. JN-18	3.550635149	2.587154795	3.263166061	2.988583703	3.142484122	3.193295371	3.096832094	2.924804249	2.845511786	3.107739623	2.564630913	3.060843602	2.836268773	3.359479345	3.752024	3.232118857	2.67146888
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides difficile	6.619520575	5.721568419	6.519882633	5.3710672	6.186073472	5.734528249	5.784944234	5.615416902	5.30744175	5.931822399	5.841863778	5.95200874	5.875636614	6.078733865	6.384027196	6.227723859	5.642808709
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia ilealis	4.316113025	5.344995546	2.311529546	6.61963749	5.732118804	7.679536801	3.044947607	7.285629787	5.761675736	7.57088949	6.004604429	4.626481936	6.090104679	5.636200729	5.796926993	5.020442957	4.726751598
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptacetobacter|s__Peptacetobacter hiranonis	2.442863906	2.501981914	3.30584997	3.060383916	2.303636946	2.895419745	2.509546378	2.781818103	2.328246339	2.419195794	2.734100831	2.770095253	2.004822896	2.690206099	2.762513809	2.350617918	2.464071813
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium] cellulosolvens	4.723917783	3.653339401	4.159743273	3.642172443	3.295475678	3.755864068	3.612627682	3.190474282	3.442178527	3.851421626	3.478313235	4.022160836	3.605558616	4.201474727	4.696630128	4.0343922	3.452783327
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. NSJ-61	4.693225557	3.617672896	4.232228174	2.632898283	2.662585494	2.922527614	3.232903786	3.003639584	3.123316072	3.17874364	2.976597905	3.266380944	3.026875663	3.015562085	4.592640975	2.934222735	3.041518479
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum	3.886574388	3.000288768	3.604488975	2.675732837	2.944347172	2.765345827	3.078023738	2.619084971	2.779872224	3.08289356	2.638971623	3.390305869	2.933512647	3.211481367	3.713703912	3.152569719	2.956711018
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella sp. Marseille-P3954	4.212710726	3.456938363	3.661296394	3.106339357	3.247731147	3.179060334	3.446598459	3.128501184	3.196550854	3.625287337	3.387275671	3.894181402	3.619114808	3.978078671	4.414497919	3.831291623	3.279971066
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella minuta	3.739232808	2.654837467	2.798703533	2.888953106	3.137729292	3.039704695	2.603410568	3.042992394	3.000416525	3.030699045	2.612858925	3.151557149	2.871935651	3.191289134	3.682804271	3.083822017	2.814002589
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii	9.207674491	9.211929792	7.702976088	1.611720157	6.739623764	1.813384373	7.611810246	6.846606595	8.571230312	6.343834046	6.48056753	7.327035623	7.236017766	6.986347308	6.271360409	3.506866467	7.313104246
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus reuteri	8.149439339	8.246627342	7.758826085	2.623204279	7.070006338	1.839478981	7.115502686	7.564012132	6.592696916	6.535402254	4.947373844	5.935947084	5.583849506	6.313388682	5.321842724	4.638239173	5.22776124
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus murinus	7.622951926	8.334596335	6.429748756	5.756914735	9.18996014	5.552469323	6.422254875	7.446241962	6.983171865	7.28801737	6.981893945	5.192009867	4.753357047	4.037381996	3.576868253	3.303117926	6.67156559
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis	6.090296062	5.136657339	6.178749052	5.745510622	4.163883149	5.074821625	5.089252341	3.95508645	4.586038279	4.224655966	4.124855491	5.227306459	4.761529755	4.498605265	5.395543994	4.439973688	4.608183566
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecium	4.639202266	3.193268711	3.631774872	1.947021996	2.437340177	2.818790729	3.065925842	2.451469941	2.874203994	2.799315777	3.444658682	3.27271033	3.656115961	2.662470812	3.169105716	2.612618741	3.155835931
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus suis	3.390788885	3.417253823	3.389812545	3.088836994	3.542110339	3.16468344	3.0519743	2.944121323	2.59770122	2.713625717	2.625974353	2.85184321	2.427508722	2.751667579	3.247673597	3.05014634	2.912361432
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus cereus	3.034332375	2.719486653	3.730821384	2.535482443	2.452735885	2.554676671	3.342988152	2.625081775	2.547686678	2.388187297	3.222637063	2.689125218	2.451281532	2.141338288	2.340582548	2.425266054	3.016905889
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus thuringiensis	2.921851673	2.637672643	3.451310864	2.675732837	2.386138257	2.885434671	2.985633207	2.506648083	2.557829259	2.371497172	2.994911551	2.363492799	2.399851296	2.759169377	2.545724439	2.419190798	2.914028553
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus	3.391678284	4.357959506	4.22297761	2.566163137	4.917203227	5.044295398	3.217361824	3.522548745	2.590308682	4.045113755	3.198257899	2.885272072	2.536301883	2.426879169	3.322182822	2.046095288	2.880314504
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__[Clostridium] innocuum	6.421899398	4.763565554	5.583532771	4.519967041	4.225681485	4.388911161	4.989846783	4.350304075	4.768506419	4.955419433	4.927383606	5.619997655	5.250480471	5.235289679	5.578626167	5.013066708	4.795742688
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium ramosum	2.867905923	2.709253337	2.939392911	3.388299543	2.079002684	3.037452043	2.830827591	4.229549823	2.859929217	3.044803253	2.36320261	2.247458416	1.776541056	2.224981986	3.184688511	2.117871554	2.379718152
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea cylindroides	3.883416264	2.959426327	3.342759259	1.966320177	2.238509392	2.422814831	2.778834228	3.326723235	3.088757526	2.614664734	2.633786758	2.641010526	2.96452328	2.454866915	3.240809519	3.051456198	3.240653892
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum rodentium	3.362034705	2.938552733	1.800149039	7.107704346	3.286911555	3.876712505	6.168115862	8.510747172	8.154613874	7.160910558	7.737987501	5.633585521	7.159096407	6.585068909	5.241596254	7.840664652	6.675625232
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium intestinale	3.05019128	2.688566335	3.221659827	2.675732837	2.390142031	3.177015243	2.996600614	3.091442391	2.477293278	2.516869277	2.52036476	2.709797732	2.417199221	2.29202378	2.880558901	2.560211331	2.436498327
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter sanguinis	1.918895782	1.332068769	1.612646898	4.646189079	2.783188469	3.370186442	1.44499927	4.550003397	2.826760828	4.568058278	3.938729452	3.481654609	3.648791259	3.566765495	3.725225223	3.447412212	1.627195123
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter sp. H121	1.811335383	1.023951555	1.514964205	5.505101316	3.349936586	4.030737457	1.304967039	5.414833182	3.529804973	5.369331184	4.663024609	4.147993346	4.347469198	4.264769204	4.336695479	4.144053221	1.917159198
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas ruminantium	3.029769054	2.622484047	2.535294155	2.324371068	2.548992201	2.456927283	2.569535377	2.698959373	3.002274548	2.501610934	2.774708965	2.930808179	2.980949264	2.751667579	2.955141913	2.488525152	2.888817165
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella|s__Tissierellia sp. JN-28	2.746622278	2.661221988	3.098926484	3.139019982	3.252137443	3.145985811	2.761792656	2.566041212	2.857878384	2.536965903	2.375679969	2.548055328	2.649256751	2.700633236	2.644382937	2.738310374	2.637562897
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium flaccumfaciens	10.59574786	12.51829082	11.84286801	4.656324609	12.91200588	13.32230696	9.790468937	10.88662228	9.599007605	11.45779149	8.776338834	10.61193409	9.653968848	9.460414108	7.850314674	6.13005859	9.575007163
d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum	7.978275625	7.864432404	6.111998372	5.793029849	7.593094573	8.336212681	6.109123365	9.131078454	8.995936293	7.116319283	8.616695673	6.964360883	8.62076171	5.831794722	5.65548109	7.20708905	7.117804246
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia equolifaciens	3.052442674	2.912028736	2.505084646	3.101110907	3.637822475	2.754415087	3.345849885	3.746281716	3.60264781	3.396030551	3.24830838	2.881963827	3.135675735	3.079879334	3.02206008	2.730154123	3.556756046
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens	2.934113285	2.763670387	2.742841843	3.044128961	3.19148597	2.792315748	2.81025455	2.905225013	3.053350799	3.002070104	2.767625377	3.094104155	2.994881343	3.128959266	3.211852373	3.274238914	2.661578983
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter typhlonius	11.71627673	12.86173788	12.34092518	11.526647	10.53578624	11.21494513	12.7596689	11.42801222	10.84593348	12.2628762	12.31605143	11.74219773	10.71697057	11.07562595	12.34441282	10.89287566	11.92766032
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter hepaticus	6.959900967	8.752861143	7.467455673	8.261139202	7.517441022	6.337004487	8.187498473	7.763629429	6.978578217	7.576311072	7.840773722	7.275649577	7.095055803	8.314724452	10.1987514	5.949339891	8.279069367
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter cinaedi	5.38838343	7.896185866	5.601728693	4.78198936	5.269356497	4.406473704	6.908975491	4.648479849	5.061881676	5.416422444	5.462129386	4.89861552	4.035532025	4.438355251	5.674496285	4.14528057	5.592163615
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter apodemus	4.32963503	5.628788276	4.742577313	10.27845747	4.313682341	4.010207718	5.217830137	5.069364984	3.382084794	4.576173656	4.637995053	4.109615633	3.404526259	3.493697665	6.006699542	3.333585206	6.528172302
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter bilis	3.45601728	5.235877233	3.871653887	3.094110034	3.059440197	2.805613968	4.554274956	2.952094386	2.874203994	3.653174319	3.911137594	3.31380198	2.646317375	2.671775278	4.0808414	2.539823813	3.702783293
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter himalayensis	3.197838999	5.066237541	3.361989882	2.649707616	2.95249289	2.415894471	4.279098451	2.491409731	2.63170754	3.188305201	3.38419135	2.8210803	2.256863164	2.550199554	4.030651902	2.061779382	3.277382995
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter pylori	2.356216275	3.891897606	2.986802061	2.112061919	3.064459721	2.238990922	3.312592165	1.976117006	2.557829259	2.067396822	2.724377541	2.531259645	2.287371945	2.058637686	3.420628093	2.162196485	2.438816353
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter winghamensis	1.070112906	2.44638488	1.090287958	1.049364978	4.135543952	2.242906577	1.667188069	0.814896469	0.792605775	0.812300738	1.066905733	0.78884537	0.454481223	0.69627083	5.946801546	0.581655348	1.598453674
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio fairfieldensis	4.344410238	2.926235527	3.568909494	5.363445005	3.595102401	4.434136516	3.998177623	4.684340304	5.605430166	4.716048972	5.210277375	4.806520218	4.929316392	5.750229347	6.611138603	6.001098762	4.405639148
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp. 86	2.648833692	1.722347163	2.350562715	2.788448583	2.260546869	2.344801388	2.624774829	2.695163968	3.296847137	2.586015808	3.352979958	3.136366123	3.131477683	3.123157076	3.489807629	3.442428505	2.785143433
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio desulfuricans	3.236965956	2.365285348	2.934867378	3.529921082	2.512726547	2.877900251	3.274049502	2.974187359	3.749255927	3.181937873	4.354948214	3.993323914	3.837149365	3.95974741	4.279791839	4.054782474	3.474411961
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger	3.063647241	1.941010602	2.842852543	3.322431398	2.333052079	2.768065621	3.258946832	2.824137545	3.465262835	3.114442212	4.231671503	3.840654833	3.537385917	3.926818788	4.215891947	3.992044193	3.115833149
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio vulgaris	2.897011312	2.136973457	2.841241261	3.229651043	2.622306072	2.847362813	3.141984431	2.751072548	3.267792487	2.958032444	4.19957179	3.824374147	3.227039577	3.875972276	3.903859327	4.063897361	3.044565737
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium cellulosum	2.416887483	2.578185627	2.096052719	2.250731917	2.761716384	2.246811634	2.370323409	2.721524478	3.074698937	2.707727944	2.887919042	2.833121722	3.356774959	2.454866915	2.366039351	2.415126367	3.02926467
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli	2.461620355	2.257046812	2.706133223	5.694059485	10.55801985	2.359303035	2.557241709	7.233428856	3.191673958	4.852935766	3.032826723	2.317703036	2.437745073	2.958054607	2.633942261	2.718657346	2.925644772
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Buchnera|s__Buchnera aphidicola	3.807470897	3.590053348	4.775431537	3.744082383	3.460688614	3.867865023	4.353500697	3.737082191	3.550269657	3.406081229	4.57582034	3.815730995	3.426965876	3.258114168	3.449691726	3.591241673	4.085913661
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	2.505007831	2.47324221	2.138654737	2.436555013	2.76480346	2.429702154	2.537351308	2.995947105	3.307405682	2.453081476	3.060140113	2.737518483	3.388784119	2.598393935	2.730204335	2.751265217	3.012243914
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas stutzeri	2.827724128	2.723559741	2.496920786	2.907042404	3.021226545	2.25459018	2.488982625	2.77643981	3.360518757	2.569850427	3.098283493	2.694792617	3.51177481	2.687587497	2.69213127	2.623227971	3.176818291
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella multocida	5.840773833	7.676304198	7.058061974	2.048293214	8.216796511	8.404282121	4.64884243	5.932555897	4.194953049	6.730809104	4.145950541	5.636533216	4.573951517	4.822109913	3.228139922	2.186245446	4.701875947
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. N3-2A	3.024044529	4.908360248	4.319297859	0.39126117	5.417450683	5.628146257	2.174972199	3.274266399	1.814055715	4.079204274	1.808471303	3.020794266	2.110978265	2.219554111	1.037002098	0.354314018	2.227146816
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas muris	9.310176728	10.68745883	8.28681309	9.663876549	8.101799635	9.400618608	9.364163633	11.23092988	11.31718891	10.59128964	11.65888863	9.938602515	11.81971043	9.222694393	8.025990002	10.9629589	10.6611164
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	2.688458487	2.844438903	2.427745796	2.488202224	3.051878013	2.401953361	2.514641842	2.600943532	2.822560644	2.373361194	2.567352964	2.59931594	2.921405713	2.436268875	2.639172044	2.609064922	3.002874525
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira murdochii	6.55558263	6.249287788	6.193979091	6.68224814	5.333136308	5.050452535	5.303125857	3.993451326	4.127605498	6.37184278	5.891311901	4.978228688	3.839724878	5.602192294	5.771750781	6.081356931	5.322443202
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira hyodysenteriae	6.292401433	5.995911598	5.933526416	6.45247691	5.156360312	4.857723114	5.00168989	3.751773405	3.930938299	6.132401283	5.642357316	4.725319547	3.654653993	5.303576187	5.524780986	5.823504172	5.119940411
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira hampsonii	6.292044216	6.009319633	5.912964744	6.41855115	5.074134386	4.743519056	4.998056201	3.693992019	3.905350391	6.12481392	5.574636028	4.729006735	3.579599645	5.294569877	5.525957816	5.798369183	5.081513903
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira intermedia	5.841424971	5.524676999	5.464555145	5.991159881	4.670424215	4.413439292	4.610090598	3.516109248	3.487983585	5.698225639	5.126008537	4.330170138	3.265859679	4.909258781	5.1206188	5.385469884	4.704286562
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira pilosicoli	5.376976195	5.084563269	5.14026184	5.519870392	4.316840759	4.136605317	4.282836456	3.178290806	3.275495358	5.245295415	4.735608748	4.075991226	2.96688133	4.545273737	4.741491808	4.930049074	4.296757334
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia muciniphila	3.812793023	4.521289505	3.792154087	5.244788947	5.542334328	4.366652994	4.286564801	5.207993176	5.258920343	4.188056871	5.007238866	4.641232633	5.392757272	4.42819506	4.030651902	4.843852179	4.849874265
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum	2.94869097	2.829399022	3.712430259	3.144113075	2.556137206	3.114274303	3.218923576	3.005173171	2.575408985	2.638111786	3.180588483	2.724648388	2.22962826	2.361026596	2.668454633	2.537956036	3.020005524
d__Eukaryota|k__Metazoa|p__Chordata|c__Dipnotetrapodomorpha|c__Mammalia|o__Primates|f__Hominidae	12.29478819	13.72541746	13.58330207	8.90880002	14.08113474	14.29548851	12.36965585	11.91784284	11.33299115	12.76974521	12.26713883	12.00403481	11.52398156	11.04586882	9.948379356	10.41315501	12.03285588
d__Viruses|k__Pararnavirae|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus	3.155528255	4.904777473	4.279992465	0.087201957	5.222410012	5.474684657	2.036588823	3.062273445	1.450237504	3.891646189	1.663356057	2.836543749	1.943884663	1.988033725	0.949897462	0.362779916	2.12144448
