Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
Taxa	Control_328	Control_330	Control_327	DSS_334	DSS_339	RCE_322	RCE_318	RCE_319	RCE_plus_DSS_305	RCE_plus_DSS_313	RCE_plus_DSS_301
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Candidatus Blochmannia	2.48112669	3.017655639	2.281649621	2.487432673	2.077125682	1.856820542	2.305348025	2.005901816	1.810681997	1.973081387	2.05043025
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia	3.017921908	2.840620527	3.226372784	2.846450948	3.486675935	2.95887737	2.725770216	2.87873677	3.091571644	3.087406913	2.676494068
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia	2.881011964	2.780726174	2.845719315	3.262486353	3.621895137	3.212726125	2.813394243	2.923546421	3.068691544	2.886064975	2.90309682
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter	2.612745657	2.628088145	2.746317984	2.917726005	3.355485923	2.563111949	2.433793688	2.588429805	3.129653931	2.708360502	2.791976759
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea	2.64385619	2.272885013	2.504588276	2.0659884	2.20855283	2.550166121	2.650215765	2.462498582	2.443457395	1.696294271	2.214887153
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella	2.317111079	2.437090511	2.327159972	2.253992626	3.094367031	2.666701616	2.458165419	2.279258763	2.104135499	2.528901166	2.377672156
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter	2.588964431	1.968272708	2.146733639	1.712189329	2.479049914	2.488167076	2.14445183	2.073736477	2.277776673	2.205217522	2.072974521
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia	1.894009304	1.482223956	1.893703519	1.02723829	1.348392528	1.604714241	1.582289229	1.296684152	1.603432387	1.433107297	1.284061011
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera	1.729734025	1.625312611	1.840890659	2.3080513	2.304465264	1.971313422	1.820245362	1.812976246	2.277776673	1.830663166	2.290581093
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter	1.468148836	2.638782085	1.77203402	0.594503829	1.128418372	1.123704937	1.537243811	1.178413358	0.994581594	1.128451535	0.93608676
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella	2.153805336	1.880889355	1.521025335	1.696061284	2.279505599	1.039751353	1.306158298	1.461067243	0.851784474	1.798225894	1.436726776
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Scandinavium	1.212050477	1.114498557	1.13888678	0.428720926	0.981392259	1.379292593	1.145357669	1.377641585	0.751911028	0.598400623	0.886037687
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Atlantibacter	1.058893689	1.278480624	1.086916761	1.419841148	1.463675862	1.349712981	1.69595665	1.076278796	0.862466484	1.888301094	1.211406062
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shimwellia	1.387730153	1.073046395	1.071717718	0.645785604	1.372197952	1.088321311	1.306158298	1.003937225	1.315423561	1.084293866	1.03891392
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yokenella	0.975752454	0.560986727	0.993223635	0.80464603	1.274524588	1.135309223	1.341524359	1.194754316	0.965149629	0.840625502	1.134897226
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Jejubacter	0.751320887	0.858038198	0.960589837	1.001221282	1.539221242	1.064240717	0.846215276	0.947196414	1.042338655	0.991704516	0.992364075
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella	0.159198595	0.166911249	0.263457208	0.961294327	4.287930922	0.190024522	0.106629019	0.174925168	0.075394055	0.211841156	0.162987152
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Buchnera	4.376197757	5.68698899	4.546746924	4.507532153	3.962952958	3.852476988	5.016771455	4.38742072	4.226316798	4.347812093	4.080492335
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea	4.623515741	4.563444411	4.400065658	4.397138998	4.394934399	4.497778971	4.262695214	4.314522318	4.121273819	4.314750991	4.309759955
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia	3.738767837	4.220841301	3.708932893	3.220819742	2.982823255	3.748644456	4.056010333	3.529133573	3.746279921	3.343013411	3.423756763
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Mixta	2.282933963	2.300087234	2.470225998	1.671526036	2.370957889	2.460758129	2.466198688	2.452340528	2.562880823	2.609005617	2.600939209
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Tatumella	1.827819025	1.323365097	1.469768057	2.253992626	2.195268863	2.083387482	1.723027306	1.949239755	1.952411913	2.146301497	2.042836521
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia	4.826972124	4.85010356	4.840950052	4.622928773	4.657191477	5.145835227	4.792347178	4.703012417	4.677957465	4.743134753	4.740145057
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia	4.068957372	4.240867192	4.229935476	3.742499701	3.863586642	3.972162958	3.880782997	3.494901465	3.976364054	3.717250434	3.661732277
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella	1.957295549	2.58818455	2.001901635	1.842452407	2.445782346	2.310201911	1.905427556	1.973119971	1.368846139	1.561059768	1.606026465
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Nissabacter	1.126532406	1.093921348	1.040830655	1.995256096	1.299569832	1.545063842	1.084035867	1.218923866	1.088565353	1.261306143	1.49353962
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Chania	0.874469118	0.941025667	0.858010896	0.448110456	1.100187454	1.436692308	1.251428537	1.334047047	0.914721417	1.020110534	1.156168875
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus	3.744161096	4.548398814	3.909256694	3.728692146	3.470225727	3.266481518	4.121055597	3.404711744	3.599164393	3.607649151	3.536198127
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia	3.829511336	4.380153643	3.838057104	3.781236931	4.005433096	3.231769187	4.015527299	3.295305721	3.875823402	3.715803935	3.77721226
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Xenorhabdus	3.047305715	3.506414597	3.121415138	3.334581778	3.445193279	2.617905756	2.922516153	2.715615037	2.775623272	2.961239309	2.907284794
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella	2.568842835	2.453336105	2.414087749	2.168905746	2.140874973	2.083387482	2.06204297	1.968375445	2.03499656	1.803683006	1.738851436
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus	1.700439718	2.524259009	1.973560351	2.542590568	2.147787424	1.821341192	2.674687712	1.780864605	1.942377792	2.308632329	2.19446992
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus	1.685566442	2.701332699	1.863131436	1.542171102	1.858602581	1.570930873	2.198495166	2.146946968	2.044408778	1.872808641	1.838709479
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Dickeya	3.751320887	3.981390606	4.061276674	3.554029136	3.882358148	4.19228305	4.030503304	3.965130706	3.874504739	3.870717354	3.821156603
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium	3.921245889	3.82474717	3.727236155	3.76006028	3.785958466	3.680974763	3.597832832	3.783935321	3.820744788	3.80557453	3.698444959
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Brenneria	2.437405312	2.812559228	2.863480103	2.270423974	2.394396853	3.098805573	2.954276989	2.557172732	2.849968691	2.717062471	2.669114173
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Lonsdalea	1.647698256	1.433921661	1.532172693	1.275355098	0.901849734	2.14782383	1.857369518	1.742474706	1.463098123	0.972451611	1.553553511
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella	2.30256277	2.300087234	2.288239658	2.712562169	2.644577204	2.832700702	2.532733613	2.47927133	2.468146038	2.440587603	2.468332525
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia	1.957295549	2.138684382	1.704660533	1.477592461	1.474713289	2.242069627	2.11920108	1.440658723	1.338561597	1.277084668	1.277605151
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium	1.137503524	2.449291825	1.633985931	0.173112461	0.652521124	1.146820914	2.742403537	0.683343861	1.235501542	2.102695099	1.569496758
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Bruguierivoracaceae|g__Sodalis	2.506737333	2.404039999	2.056966711	1.995256096	2.405975062	1.629542533	1.78214062	2.005901816	1.665745634	1.953576645	1.903036005
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Budviciaceae|g__Leminorella	0.913288367	0.833423482	0.93562074	1.296903215	1.858602581	2.130533759	1.788561712	1.440658723	1.02342511	1.567489761	0.968513522
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Plesiomonas|s__Plesiomonas shigelloides	1.115477217	0.975180627	1.009267829	1.286169387	2.112889128	1.693735301	1.466923497	1.119716862	1.259946437	1.3974605	1.442509801
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	7.779281611	7.466780548	7.703424831	7.835895973	8.073360549	8.016430843	7.756841831	7.70871031	7.777800168	7.828338338	7.80507488
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azotobacter	2.854660637	2.708118272	2.371278477	2.58261772	3.122710961	2.617905756	2.203309273	2.396922168	1.927194532	2.893761145	2.454089787
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Permianibacter	1.331514144	1.241539702	1.581296592	1.220033228	0.817664436	1.799627073	1.661388001	1.558991637	0.955204016	0.80841396	0.968513522
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Entomomonas	1.432959407	1.962608965	1.230700333	1.514847723	1.042012249	0.798350271	1.288144754	1.145165469	1.193816469	1.154311611	1.401533198
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas	0.900464326	0.703626399	0.718594229	0.834421923	1.441344404	1.064240717	0.605612286	0.740116234	0.619636389	1.188086081	0.789512676
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	6.040381057	6.844017923	6.117513156	5.666048538	5.978240033	5.416400489	5.958103321	5.594203537	5.496319827	5.627167233	5.67071728
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter	3.212050477	3.246966774	3.181058395	3.248730759	3.405369512	2.725463354	3.018509014	2.957460919	3.437113251	3.118392396	3.409064806
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella	3.08463125	3.02038427	2.894044877	2.948685797	2.882793247	2.925849085	3.10079195	2.957460919	3.138470246	3.155144336	3.191088588
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella	8.52617317	8.005056407	6.640261437	3.297648929	8.77305783	5.050995361	4.659403798	6.257876878	4.068046803	3.236079467	5.740447009
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	3.602884409	3.82474717	3.845895776	4.01372084	4.141515766	3.468060891	3.851948806	3.372752182	3.619773336	3.721581251	3.886253051
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia	3.017921908	3.456915933	3.110300928	2.478031127	2.292039409	2.832700702	2.993714196	2.855798987	2.814650634	2.793104753	2.521207756
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	3.394605599	3.4325395	3.018163355	3.560724752	3.584172841	2.519499619	2.83216408	2.848071293	2.738413193	3.217801064	3.059921097
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	2.560714954	2.708118272	2.887549575	2.816924838	2.788636621	1.842733331	2.872013209	2.459120505	2.923223121	2.461452745	2.757596383
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium	1.632268215	2.103088726	1.845366328	1.577815476	1.324187698	0.976645074	1.506412691	1.481191085	1.441887772	1.221087922	1.58002854
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Histophilus	1.011972642	1.589011915	1.674794332	1.349406154	0.800221411	0.976645074	1.223264857	1.022365524	1.413113339	1.093234187	1.098732306
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Rodentibacter	2.419538892	2.825098348	1.633985931	2.962235287	6.010357599	0.883385146	1.009035387	1.602510274	1.531628384	2.089351954	2.000341139
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Glaesserella	1.793549123	2.300087234	1.602603794	2.103156235	1.735528601	0.924094032	1.923044461	2.163646174	2.328738572	2.312465514	2.471164277
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Basfia	1.647698256	1.581640868	1.509791173	1.296903215	1.287101557	0.798350271	0.744198425	0.966359046	1.441887772	1.338527712	1.284061011
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bisgaardia	1.212050477	1.945483093	1.237526698	0.974726464	0.53089078	0.883385146	1.47490828	1.602510274	1.788448538	1.110950319	1.000227435
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium	1.640003864	1.868827877	1.13888678	1.704147843	0.885401089	0.707987631	1.009035387	0.847368598	1.353783332	1.495132684	1.197793768
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter	4.14974712	4.150346693	4.145349542	4.237760591	4.402178969	4.116733883	4.132458548	4.232806361	4.027093599	4.076323931	4.162492315
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas	3.786596362	4.115041157	3.896373888	3.720742374	3.579067848	3.463465037	3.78608816	3.548336165	3.784694912	3.743042446	3.672844508
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola	2.441837559	2.799910168	2.45858759	2.58261772	2.266861944	2.009646996	2.300863159	2.26385245	2.030267322	1.968229867	2.102495798
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas	1.938599455	2.197733772	2.146733639	2.779146596	2.84926116	2.113033959	1.985859443	1.885235499	2.366750542	2.580677689	2.322291974
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Catenovulum	2.733354341	2.652918471	1.997886808	2.360157309	3.028480768	1.792315794	2.093500495	2.350272605	1.584201211	2.587021028	2.465495204
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola	2.041476636	1.89879458	1.684818588	2.75987991	2.234759355	2.320403987	2.383779174	1.870053143	2.233202859	2.180261815	2.120644469
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Hydrocarboniclastica	0.987927168	0.917798037	1.040830655	0.523163203	0.277174861	1.002219775	1.323949696	0.671716287	1.168214764	0.647783216	0.902914367
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Saliniradius	1.023846742	0.756954533	0.858010896	1.162505092	0.421060332	1.527557848	1.009035387	0.794738852	0.342832268	1.37564184	0.442342419
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Lacimicrobium	1	0.845783335	0.747576235	1.906930884	1.650478404	1.146820914	0.986870502	1.10249826	1.906698376	1.515229053	1.646672601
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella	5.263034406	5.350521643	5.207580727	5.100593849	5.226237194	5.295554319	5.210938548	4.930437312	5.117065438	5.412249354	5.139993286
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella	2.005998741	2.240486939	1.885034545	2.425198074	2.292039409	1.309305787	1.689108867	1.39895461	1.376318975	2.415857304	1.558887527
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas	4.90769187	5.394304108	5.002956683	4.770776976	4.775720275	4.540952627	5.060540159	4.581667038	4.706399753	4.845230427	4.66422701
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Psychrosphaera	0.887525271	1.041156461	1.373889365	1.505623712	1.324187698	1.842733331	1.702772083	0.966359046	1.07943775	1.624105367	1.098732306
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia	2.981852653	3.837181259	3.196905728	2.907256651	3.150508744	2.451504862	3.153979659	2.873670909	3.118557229	2.639842174	2.984630047
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Thalassotalea	1.861293729	2.163582663	1.607881785	1.621167126	1.707731934	1.587921443	1.450820115	1.546312758	1.891132877	1.803683006	1.821060048
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Litorilituus	1.126532406	1.667701119	0.884347471	1.102587379	0.671832014	0.798350271	1.019991424	1.289094039	1.571236517	0.962727944	1.328460791
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina	2.674309986	2.286550235	2.271707777	2.533542791	3.047086363	2.273915564	2.217655953	2.26385245	2.072282514	2.312465514	2.374650621
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae|g__Psychromonas	1.736965594	1.838225499	2.251616165	1.369883764	1.407185401	1.267734172	1.54484973	1.234814838	1.05170325	1.277084668	1.359358636
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae|g__Ferrimonas	1.640003864	1.625312611	1.492774182	2.078484375	1.209940577	1.100212538	1.184837084	1.426890868	1.448992594	2.146301497	1.322201013
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Moritellaceae|g__Moritella	1.321928095	1.323365097	1.174894455	0.695306925	0.918112955	1.329650846	1.350232053	0.836995124	1.283984032	0.764315011	0.98445762
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	6.529040056	6.382362637	5.637335361	5.27018637	6.555066665	5.750307981	5.718950623	5.750911875	5.290729913	5.312900894	5.503752058
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria	3.107129875	2.803082845	2.518667802	2.744279133	3.352497182	2.225879108	2.18881849	2.244360278	1.653496442	2.651994582	2.490832421
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Zymobacter	1.212050477	0.435762486	1.071717718	1.253480252	0.782564905	1.349712981	1.052369001	0.816021692	1.338561597	0.730333028	1.163190293
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia	1.772589504	1.850544456	1.762599736	1.612600384	1.916413906	2.204005173	1.985859443	1.759052763	2.095106182	1.923816005	1.968629753
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Pistricoccus	1.023846742	0.89419031	0.952314728	0.849082542	0.901849734	1.299024646	1.030864887	0.762214065	0.975027149	0.943081763	1.023563587
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halotalea	0.925999419	1.019498031	0.884347471	2.084692007	2.423169994	0.950608815	0.808799212	1.242695165	1.531628384	1.521866113	1.532018019
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas	2.758445322	2.859029348	2.980002139	3.621762763	3.240558458	2.567401539	2.628904262	2.393386807	3.456631991	3.071660985	3.102548761
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinobacterium	2.115477217	1.939728992	2.29479973	2.014893185	1.590858529	2.198484474	1.899507123	1.870053143	2.126464606	2.124663046	1.807679818
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptunomonas	2.424026283	2.68078236	1.893703519	2.671909534	3.039672893	0.869556188	0.986870502	1.296684152	1.558154258	2.18862844	2.180696117
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bermanella	1.191141487	1.104246639	1.056356844	0.80464603	0.690887832	0.676563682	0.546222126	0.683343861	1.251844073	0.741749523	0.868961243
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bacterioplanes	0.779609932	0.515291853	0.985134129	0.80464603	1.507327783	0.989489094	1.04165701	1.210912255	1.538305715	1.567489761	1.365459584
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Amphritea	0.707819249	0.619745473	0.564249399	1.208709655	1.407185401	0.783677426	1.009035387	1.013180799	1.434747788	1.261306143	0.886037687
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax	4.709658248	4.162749315	3.767883461	2.231788938	4.741858204	3.077910643	2.791182924	3.643671694	2.648694011	2.277594586	3.061800901
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Ketobacter	1.273018494	0.833423482	0.803849994	1.339057311	0.934194886	1.436692308	1.260695564	1.15354955	1.470099506	0.943081763	1.03891392
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella	1.834576391	1.990707916	1.993860777	1.654934284	2.451380487	1.31951418	1.279052929	1.348725416	1.497770127	1.903628947	1.907224155
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Spartinivicinus	1.115477217	1.19399231	1.336225832	1.31813422	0.851930268	1.224929029	0.858474721	0.762214065	0.76335569	1.22922176	0.85168025
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella	1.925999419	2.245160018	1.944651135	1.955161391	2.069865362	1.89144827	2.305348025	2.064874033	2.011193806	2.331480142	2.098838506
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Saccharospirillum	1.232660757	0.717144372	1.033004449	0.559274441	1.209940577	0.883385146	1.582289229	1.412990357	0.669150769	0.85120482	0.666430846
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Gynuella	0.793549123	0.845783335	0.93562074	1.052794416	1.156107448	0.723446606	0.744198425	1.326651478	0.955204016	1.102119447	0.825364334
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae|g__Endozoicomonas	1.707819249	1.184291853	1.475554074	2.192090728	1.815842796	2.268656485	1.756166589	1.194754316	1.227260326	1.973081387	1.471082235
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas	4.906890596	4.513961322	4.42644325	4.84670574	5.29323227	4.714408719	4.393771189	4.638770951	4.298892184	4.849194113	4.589964973
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	4.696735749	4.371630987	4.383235165	4.383356064	4.815332759	4.790688569	4.531257387	4.450871859	4.168308395	4.369132595	4.354154769
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter	3.913288367	3.403569785	3.784293324	4.141296203	4.013024148	4.091638409	3.877774815	3.740071697	3.830298561	3.911725064	3.908360187
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas	2.651530118	1.916480306	2.244856298	2.805694873	2.644577204	2.725463354	2.803916947	2.515499015	2.332585156	2.645931174	2.521207756
