feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X671	RCEwDSS_only	TRUE	-1.03509993780775	0.349785956538692	12	7	0.0211278937059303	0.158073144936064
X958	Sex	M	-1.06887203106392	0.361763434899008	12	4	0.0212669914707938	0.158937825637924
X879	RCE_only	TRUE	-1.30690380279524	0.442718392222334	12	4	0.0213462070825035	0.159191943782549
X952	RCE_only	TRUE	1.0803905193632	0.365994021635956	12	10	0.0213481203473933	0.159191943782549
X416	RCEwDSS_only	TRUE	1.05133288119725	0.356430835090285	12	4	0.0214186560289437	0.159541830354513
X991	RCEwDSS_only	TRUE	-0.585033449701567	0.198478420060974	12	5	0.0214802218643769	0.159824205854329
X1171	DSS_only	TRUE	0.265806740009951	0.0902598837597112	12	12	0.0215624139085583	0.160083152050791
X2211	DSS_only	TRUE	-0.263591594370874	0.0894905729408474	12	12	0.0215451632910581	0.160083152050791
X1593	DSS_only	TRUE	0.304378311839913	0.103461044147409	12	12	0.021652824111985	0.16057791405112
X1006	RCE_only	TRUE	-1.17153606708552	0.398401294656596	12	5	0.0216949582008364	0.160713966671986
X1816	RCE_only	TRUE	-1.05503334933837	0.35898913458057	12	6	0.0217472248521348	0.16092470000112
X526	RCEwDSS_only	TRUE	0.508152588807369	0.17299501766902	12	12	0.0217942065443903	0.161095907455034
X2263	RCEwDSS_only	TRUE	-1.09178426594105	0.372404207280223	12	7	0.0219705016134235	0.162221539781737
X1161	RCE_only	TRUE	-1.44589934045764	0.493607586990054	12	4	0.0220478409443142	0.162542747408392
X1969	RCEwDSS_only	TRUE	1.22068388164072	0.416787275307891	12	9	0.0220621224649934	0.162542747408392
X304	RCEwDSS_only	TRUE	1.07300089221614	0.366703006472906	12	11	0.0221476091757382	0.162994823084191
X1200	Sex	M	-1.99286409795264	0.682232892341539	12	6	0.0223053539322369	0.163977117699883
X1494	RCE_only	TRUE	-0.60558824096632	0.207604806229821	12	3	0.0224348986633315	0.164750190618986
X397	DSS_only	TRUE	0.650375608521841	0.223523484810856	12	11	0.0226717783945309	0.165660599807737
X555	RCE_only	TRUE	-0.692604033151556	0.238053853684842	12	3	0.02267855183501	0.165660599807737
X1442	RCE_only	TRUE	-0.506674275130971	0.174153641992112	12	3	0.0226814764390404	0.165660599807737
X1620	DSS_only	TRUE	0.344232416002596	0.118229861946344	12	12	0.0226104758237419	0.165660599807737
X2156	RCEwDSS_only	TRUE	0.301029995663984	0.103387730692683	12	3	0.0226069796827496	0.165660599807737
X176	RCE_only	TRUE	-0.593873304163159	0.204347569869833	12	3	0.0227838694856085	0.166228749724375
X785	RCEwDSS_only	TRUE	1.19846217572134	0.412755799588818	12	10	0.0228694563497253	0.166673189966282
X212	RCEwDSS_only	TRUE	1.13116433644154	0.389880162864822	12	10	0.0229429312746927	0.167028495357569
X1634	Sex	M	-0.63650203099425	0.219617999348836	12	2	0.0230442513394799	0.167585535037165
X220	Sex	M	-1.52527509986625	0.52653893967734	12	5	0.0230912737280534	0.167746930437342
X1705	Sex	M	-0.883764119315489	0.305299037748846	12	4	0.0231587577272269	0.168056463163421
X688	RCE_only	TRUE	0.55152753487052	0.190665936485011	12	3	0.0232286286891078	0.168382634574691
X228	RCEwDSS_only	TRUE	-0.931125118412683	0.322262062882293	12	6	0.0233381814387049	0.168869631055961
